#score	name1	strand1	size1	zstart1	end1	name2	strand2	size2	zstart2	end2	identity	idPct	coverage	covPct
7.199300e+04	chr22	+	51304566	31773468	31778450	chr22-20410001-20420000	-	10000	0	5225	2910/4217	69.0%	5225/10000	52.2%
4.073600e+04	chr22	+	51304566	31807153	31812281	chr22-20410001-20420000	-	10000	0	5605	2964/4526	65.5%	5605/10000	56.0%
8.385100e+04	chr22	+	51304566	31908509	31914313	chr22-20410001-20420000	-	10000	1865	6905	3112/4471	69.6%	5040/10000	50.4%
5.694200e+04	chr22	+	51304566	31909276	31914269	chr22-20410001-20420000	-	10000	0	5228	2932/4361	67.2%	5228/10000	52.3%
7.156600e+04	chr22	+	51304566	32051035	32056668	chr22-20410001-20420000	-	10000	0	5611	3232/4845	66.7%	5611/10000	56.1%
9.594100e+04	chr22	+	51304566	32064759	32069298	chr22-20410001-20420000	-	10000	0	5229	2956/4128	71.6%	5229/10000	52.3%
8.645000e+04	chr22	+	51304566	32066594	32071585	chr22-20410001-20420000	-	10000	0	5771	3101/4334	71.6%	5771/10000	57.7%
8.950000e+04	chr22	+	51304566	32102809	32107784	chr22-20410001-20420000	-	10000	0	5770	3088/4299	71.8%	5770/10000	57.7%
7.154300e+04	chr22	+	51304566	36437458	36443095	chr22-20410001-20420000	-	10000	3126	8206	3089/4542	68.0%	5080/10000	50.8%
7.618600e+04	chr22	+	51304566	36894317	36899647	chr22-20410001-20420000	-	10000	0	5229	3053/4542	67.2%	5229/10000	52.3%
6.609100e+04	chr22	+	51304566	40744382	40750890	chr22-20410001-20420000	-	10000	1855	8206	3612/5470	66.0%	6351/10000	63.5%
7.079000e+04	chr22	+	51304566	41340752	41346507	chr22-20410001-20420000	-	10000	0	5591	3169/4507	70.3%	5591/10000	55.9%
5.471700e+04	chr22	+	51304566	41400941	41406653	chr22-20410001-20420000	-	10000	0	5764	3179/4807	66.1%	5764/10000	57.6%
1.101210e+05	chr22	+	51304566	41408070	41414075	chr22-20410001-20420000	-	10000	0	5758	3496/4952	70.6%	5758/10000	57.6%
8.787800e+04	chr22	+	51304566	41446058	41451696	chr22-20410001-20420000	-	10000	1851	6877	3119/4496	69.4%	5026/10000	50.3%
4.566400e+04	chr22	+	51304566	41460320	41465672	chr22-20410001-20420000	-	10000	0	5228	2917/4379	66.6%	5228/10000	52.3%
6.149700e+04	chr22	+	51304566	41461322	41467346	chr22-20410001-20420000	-	10000	0	5220	3166/4555	69.5%	5220/10000	52.2%
6.473400e+04	chr22	+	51304566	41461919	41467490	chr22-20410001-20420000	-	10000	0	5229	2988/4422	67.6%	5229/10000	52.3%
8.713200e+04	chr22	+	51304566	41477935	41482886	chr22-20410001-20420000	-	10000	0	5229	3025/4310	70.2%	5229/10000	52.3%
6.885600e+04	chr22	+	51304566	41480894	41485992	chr22-20410001-20420000	-	10000	0	5229	2984/4429	67.4%	5229/10000	52.3%
7.825100e+04	chr22	+	51304566	41601599	41606622	chr22-20410001-20420000	-	10000	0	5229	3034/4485	67.6%	5229/10000	52.3%
7.122500e+04	chr22	+	51304566	41663989	41670086	chr22-20410001-20420000	-	10000	0	5755	3321/4793	69.3%	5755/10000	57.5%
7.170700e+04	chr22	+	51304566	41707652	41713798	chr22-20410001-20420000	-	10000	0	5761	3340/4892	68.3%	5761/10000	57.6%
7.210400e+04	chr22	+	51304566	41815074	41820264	chr22-20410001-20420000	-	10000	0	5228	2927/4234	69.1%	5228/10000	52.3%
5.968400e+04	chr22	+	51304566	42096214	42102000	chr22-20410001-20420000	-	10000	0	5228	3055/4564	66.9%	5228/10000	52.3%
5.190500e+04	chr22	+	51304566	42128510	42134978	chr22-20410001-20420000	-	10000	0	5758	3364/5023	67.0%	5758/10000	57.6%
9.207100e+04	chr22	+	51304566	42245191	42250054	chr22-20410001-20420000	-	10000	2591	7736	3037/4356	69.7%	5145/10000	51.5%
9.309100e+04	chr22	+	51304566	50845749	50851977	chr22-20410001-20420000	-	10000	0	5633	3494/4926	70.9%	5633/10000	56.3%
1.111880e+05	chr22	+	51304566	51095238	51100960	chr22-20410001-20420000	-	10000	2594	8206	3397/4787	71.0%	5612/10000	56.1%
5.917000e+04	chr22	+	51304566	17518397	17523607	chr22-20420001-20430000	+	10000	0	5759	3122/4623	67.5%	5759/10000	57.6%
8.497500e+04	chr22	+	51304566	18131366	18137495	chr22-20420001-20430000	+	10000	0	6352	3523/5161	68.3%	6352/10000	63.5%
8.092500e+04	chr22	+	51304566	21108018	21114158	chr22-20420001-20430000	+	10000	0	6352	3579/5152	69.5%	6352/10000	63.5%
7.696600e+04	chr22	+	51304566	22074033	22078948	chr22-20420001-20430000	+	10000	4457	10000	3016/4334	69.6%	5543/10000	55.4%
9.193930e+05	chr22	+	51304566	22250777	22260763	chr22-20420001-20430000	+	10000	0	10000	9851/9942	99.1%	10000/10000	100.0%
6.594800e+04	chr22	+	51304566	24412950	24418443	chr22-20420001-20430000	+	10000	0	5351	3123/4737	65.9%	5351/10000	53.5%
7.437500e+04	chr22	+	51304566	29677990	29683509	chr22-20420001-20430000	+	10000	0	5772	3266/4912	66.5%	5772/10000	57.7%
7.883000e+04	chr22	+	51304566	31561083	31567474	chr22-20420001-20430000	+	10000	0	6353	3640/5428	67.1%	6353/10000	63.5%
6.018400e+04	chr22	+	51304566	31771053	31776130	chr22-20420001-20430000	+	10000	0	6325	3188/4818	66.2%	6325/10000	63.2%
8.902500e+04	chr22	+	51304566	31905888	31911987	chr22-20420001-20430000	+	10000	2684	9037	3608/5253	68.7%	6353/10000	63.5%
6.318100e+04	chr22	+	51304566	32067132	32072763	chr22-20420001-20430000	+	10000	0	5759	3221/4764	67.6%	5759/10000	57.6%
5.567000e+04	chr22	+	51304566	32082450	32088152	chr22-20420001-20430000	+	10000	0	5339	3129/4815	65.0%	5339/10000	53.4%
7.065000e+04	chr22	+	51304566	35758100	35762960	chr22-20420001-20430000	+	10000	0	5758	3032/4482	67.6%	5758/10000	57.6%
6.922700e+04	chr22	+	51304566	40566652	40572431	chr22-20420001-20430000	+	10000	0	5758	3309/4892	67.6%	5758/10000	57.6%
7.635100e+04	chr22	+	51304566	41397184	41403708	chr22-20420001-20430000	+	10000	0	6347	3606/5416	66.6%	6347/10000	63.5%
9.020600e+04	chr22	+	51304566	41445508	41451703	chr22-20420001-20430000	+	10000	0	6352	3660/5419	67.5%	6352/10000	63.5%
4.219600e+04	chr22	+	51304566	41479517	41485708	chr22-20420001-20430000	+	10000	0	6352	3418/5241	65.2%	6352/10000	63.5%
6.224100e+04	chr22	+	51304566	42406413	42412298	chr22-20420001-20430000	+	10000	0	5774	3252/4934	65.9%	5774/10000	57.7%
4.939100e+04	chr22	+	51304566	42434910	42440381	chr22-20420001-20430000	+	10000	332	6353	3194/4814	66.3%	6021/10000	60.2%
8.571900e+04	chr22	+	51304566	42492326	42498207	chr22-20420001-20430000	+	10000	0	6345	3576/5233	68.3%	6345/10000	63.5%
9.541300e+04	chr22	+	51304566	43173694	43179527	chr22-20420001-20430000	+	10000	2445	7583	3286/4716	69.7%	5138/10000	51.4%
5.256900e+04	chr22	+	51304566	49524692	49529970	chr22-20420001-20430000	+	10000	0	5339	3037/4634	65.5%	5339/10000	53.4%
7.477300e+04	chr22	+	51304566	19298204	19303446	chr22-20420001-20430000	-	10000	4664	10000	3065/4564	67.2%	5336/10000	53.4%
5.412400e+04	chr22	+	51304566	19911007	19916367	chr22-20420001-20430000	-	10000	4643	10000	3050/4657	65.5%	5357/10000	53.6%
6.525200e+04	chr22	+	51304566	24258517	24264679	chr22-20420001-20430000	-	10000	3646	10000	3527/5237	67.3%	6354/10000	63.5%
7.799700e+04	chr22	+	51304566	29234444	29242014	chr22-20420001-20430000	-	10000	3655	10000	3908/5849	66.8%	6345/10000	63.5%
7.210300e+04	chr22	+	51304566	30006345	30012084	chr22-20420001-20430000	-	10000	3648	10000	3464/5145	67.3%	6352/10000	63.5%
6.717600e+04	chr22	+	51304566	30463543	30468335	chr22-20420001-20430000	-	10000	4361	10000	2937/4281	68.6%	5639/10000	56.4%
7.711400e+04	chr22	+	51304566	38183450	38187841	chr22-20420001-20430000	-	10000	0	5021	2752/3958	69.5%	5021/10000	50.2%
4.396800e+04	chr22	+	51304566	41404298	41409714	chr22-20420001-20430000	-	10000	4237	10000	3072/4659	65.9%	5763/10000	57.6%
6.051400e+04	chr22	+	51304566	41576427	41582303	chr22-20420001-20430000	-	10000	4642	10000	3153/4742	66.5%	5358/10000	53.6%
8.497800e+04	chr22	+	51304566	41578155	41584161	chr22-20420001-20430000	-	10000	3648	10000	3578/5118	69.9%	6352/10000	63.5%
7.194600e+04	chr22	+	51304566	41578607	41585164	chr22-20420001-20430000	-	10000	3653	10000	3639/5391	67.5%	6347/10000	63.5%
8.576800e+04	chr22	+	51304566	41579370	41585171	chr22-20420001-20430000	-	10000	3648	10000	3528/4986	70.8%	6352/10000	63.5%
9.359800e+04	chr22	+	51304566	43101325	43107055	chr22-20420001-20430000	-	10000	3655	9676	3458/5090	67.9%	6021/10000	60.2%
3.957200e+04	chr22	+	51304566	48330571	48335747	chr22-20420001-20430000	-	10000	4661	10000	2921/4536	64.4%	5339/10000	53.4%
6.667450e+05	chr22	+	51304566	22260763	22268022	chr22-20430001-20440000	+	10000	0	7294	7149/7242	98.7%	7294/10000	72.9%
8.230740e+05	chr22	+	51304566	22270269	22280079	chr22-20440001-20450000	+	10000	0	10000	9255/9727	95.1%	10000/10000	100.0%
9.371520e+05	chr22	+	51304566	22280562	22290571	chr22-20450001-20460000	+	10000	0	10000	9883/9985	99.0%	10000/10000	100.0%
9.387200e+05	chr22	+	51304566	22290571	22300566	chr22-20460001-20470000	+	10000	0	10000	9887/9984	99.0%	10000/10000	100.0%
9.180550e+05	chr22	+	51304566	22300566	22310822	chr22-20470001-20480000	+	10000	0	10000	9837/9976	98.6%	10000/10000	100.0%
9.511120e+05	chr22	+	51304566	22310822	22320819	chr22-20480001-20490000	+	10000	0	10000	9920/9997	99.2%	10000/10000	100.0%
9.344180e+05	chr22	+	51304566	22320819	22330828	chr22-20490001-20500000	+	10000	0	10000	9879/9978	99.0%	10000/10000	100.0%
6.212280e+05	chr22	+	51304566	22333246	22340035	chr22-20500001-20510000	+	10000	3258	10000	6637/6724	98.7%	6742/10000	67.4%
9.297920e+05	chr22	+	51304566	22340035	22350028	chr22-20510001-20520000	+	10000	0	10000	9850/9989	98.6%	10000/10000	100.0%
9.167960e+05	chr22	+	51304566	22350028	22360020	chr22-20520001-20530000	+	10000	0	10000	9823/9977	98.5%	10000/10000	100.0%
9.228140e+05	chr22	+	51304566	22360020	22370017	chr22-20530001-20540000	+	10000	0	10000	9872/9976	99.0%	10000/10000	100.0%
9.223370e+05	chr22	+	51304566	22370017	22380011	chr22-20540001-20550000	+	10000	0	10000	9863/9956	99.1%	10000/10000	100.0%
9.215540e+05	chr22	+	51304566	22387896	22397900	chr22-20560001-20570000	+	10000	0	10000	9837/9977	98.6%	10000/10000	100.0%
9.272990e+05	chr22	+	51304566	22407304	22417327	chr22-20580001-20590000	+	10000	0	10000	9886/9994	98.9%	10000/10000	100.0%
9.224020e+05	chr22	+	51304566	22417327	22427306	chr22-20590001-20600000	+	10000	0	10000	9845/9970	98.7%	10000/10000	100.0%
9.253600e+05	chr22	+	51304566	22427306	22437333	chr22-20600001-20610000	+	10000	0	10000	9865/9998	98.7%	10000/10000	100.0%
9.267980e+05	chr22	+	51304566	22437333	22447323	chr22-20610001-20620000	+	10000	0	10000	9875/9980	98.9%	10000/10000	100.0%
9.043510e+05	chr22	+	51304566	22447323	22457345	chr22-20620001-20630000	+	10000	0	10000	9785/9959	98.3%	10000/10000	100.0%
5.611930e+05	chr22	+	51304566	22460552	22466672	chr22-20630001-20640000	+	10000	3840	10000	6018/6118	98.4%	6160/10000	61.6%
4.989950e+05	chr22	+	51304566	22482046	22487504	chr22-20650001-20660000	+	10000	4540	10000	5373/5450	98.6%	5460/10000	54.6%
1.865680e+05	chr22	+	51304566	22488378	22493533	chr22-20660001-20670000	+	10000	1535	7057	3711/5006	74.1%	5522/10000	55.2%
2.135960e+05	chr22	+	51304566	22488391	22493701	chr22-20660001-20670000	+	10000	1377	7057	3917/5123	76.5%	5680/10000	56.8%
7.810390e+05	chr22	+	51304566	22488529	22497138	chr22-20660001-20670000	+	10000	1336	10000	8474/8599	98.5%	8664/10000	86.6%
1.921880e+05	chr22	+	51304566	22488875	22494235	chr22-20660001-20670000	+	10000	1339	6894	3784/5101	74.2%	5555/10000	55.5%
9.019580e+05	chr22	+	51304566	22497139	22507161	chr22-20670001-20680000	+	10000	0	10000	9816/9975	98.4%	10000/10000	100.0%
9.123110e+05	chr22	+	51304566	22507161	22517156	chr22-20680001-20690000	+	10000	0	10000	9807/9979	98.3%	10000/10000	100.0%
9.114100e+05	chr22	+	51304566	22517156	22527075	chr22-20690001-20700000	+	10000	0	10000	9767/9906	98.6%	10000/10000	100.0%
5.229930e+05	chr22	+	51304566	22527075	22532778	chr22-20700001-20710000	+	10000	0	5692	5607/5683	98.7%	5692/10000	56.9%
9.185880e+05	chr22	+	51304566	22551990	22562070	chr22-20710001-20720000	+	10000	0	10000	9827/9985	98.4%	10000/10000	100.0%
9.075680e+05	chr22	+	51304566	22562070	22572054	chr22-20720001-20730000	+	10000	0	10000	9777/9938	98.4%	10000/10000	100.0%
6.166730e+05	chr22	+	51304566	22596642	22603298	chr22-20740001-20750000	+	10000	3342	10000	6534/6650	98.3%	6658/10000	66.6%
9.121110e+05	chr22	+	51304566	22603298	22613297	chr22-20750001-20760000	+	10000	0	10000	9818/9971	98.5%	10000/10000	100.0%
1.044720e+05	chr22	+	51304566	22605511	22611399	chr22-20750001-20760000	+	10000	2633	8286	3570/5051	70.7%	5653/10000	56.5%
8.190700e+04	chr22	+	51304566	22606106	22611569	chr22-20750001-20760000	+	10000	2149	8100	3386/4828	70.1%	5951/10000	59.5%
9.250330e+05	chr22	+	51304566	22613297	22623306	chr22-20760001-20770000	+	10000	0	10000	9849/9993	98.6%	10000/10000	100.0%
8.650910e+05	chr22	+	51304566	17025914	17036450	chr22-20760001-20770000	-	10000	0	10000	9622/9937	96.8%	10000/10000	100.0%
9.020020e+05	chr22	+	51304566	22623344	22633341	chr22-20780001-20790000	+	10000	0	10000	9794/9960	98.3%	10000/10000	100.0%
6.936820e+05	chr22	+	51304566	17017391	17025876	chr22-20780001-20790000	-	10000	1652	10000	7881/8321	94.7%	8348/10000	83.5%
7.664300e+05	chr22	+	51304566	22633341	22642599	chr22-20790001-20800000	+	10000	0	10000	8894/9099	97.7%	10000/10000	100.0%
1.149600e+05	chr22	+	51304566	22642327	22649046	chr22-20800001-20810000	+	10000	0	7319	4184/6120	68.4%	7319/10000	73.2%
1.368830e+05	chr22	+	51304566	22642461	22649030	chr22-20800001-20810000	+	10000	0	6939	4159/6111	68.1%	6939/10000	69.4%
4.698050e+05	chr22	+	51304566	22642599	22649048	chr22-20800001-20810000	+	10000	0	6644	5744/6300	91.2%	6644/10000	66.4%
1.032370e+05	chr22	+	51304566	22642643	22649039	chr22-20800001-20810000	+	10000	0	6624	3904/6000	65.1%	6624/10000	66.2%
9.446600e+04	chr22	+	51304566	22642933	22649054	chr22-20800001-20810000	+	10000	0	5859	3552/5212	68.2%	5859/10000	58.6%
1.150540e+05	chr22	+	51304566	22643585	22649038	chr22-20800001-20810000	+	10000	643	6580	3527/5063	69.7%	5937/10000	59.4%
1.676980e+05	chr22	+	51304566	17007954	17014619	chr22-20800001-20810000	-	10000	2242	10000	4524/6311	71.7%	7758/10000	77.6%
1.034480e+05	chr22	+	51304566	17008012	17014753	chr22-20800001-20810000	-	10000	2248	10000	4198/6174	68.0%	7752/10000	77.5%
1.237560e+05	chr22	+	51304566	17008112	17014445	chr22-20800001-20810000	-	10000	3729	10000	3868/5694	67.9%	6271/10000	62.7%
9.151400e+04	chr22	+	51304566	17008124	17014124	chr22-20800001-20810000	-	10000	4188	10000	3493/5161	67.7%	5812/10000	58.1%
4.475750e+05	chr22	+	51304566	17008124	17014489	chr22-20800001-20810000	-	10000	3402	10000	5587/6215	89.9%	6598/10000	66.0%
1.015310e+05	chr22	+	51304566	17008126	17014221	chr22-20800001-20810000	-	10000	3835	10000	3645/5414	67.3%	6165/10000	61.6%
1.306100e+04	chr22	+	51304566	20601957	20609952	chr22-21140001-21150000	-	10000	0	7940	318/441	72.1%	7940/10000	79.4%
5.091310e+05	chr22	+	51304566	18677565	18683128	chr22-21160001-21170000	+	10000	893	6439	5449/5543	98.3%	5546/10000	55.5%
7.527420e+05	chr22	+	51304566	18869563	18879094	chr22-21160001-21170000	+	10000	893	10000	8628/9049	95.3%	9107/10000	91.1%
5.073940e+05	chr22	+	51304566	20649399	20654960	chr22-21160001-21170000	+	10000	893	6439	5444/5541	98.2%	5546/10000	55.5%
5.093980e+05	chr22	+	51304566	21672204	21677763	chr22-21160001-21170000	+	10000	893	6439	5450/5543	98.3%	5546/10000	55.5%
4.192920e+05	chr22	+	51304566	23823186	23828751	chr22-21160001-21170000	+	10000	3688	9068	4901/5327	92.0%	5380/10000	53.8%
5.071140e+05	chr22	+	51304566	18722924	18728473	chr22-21160001-21170000	-	10000	3561	9107	5440/5540	98.2%	5546/10000	55.5%
5.069170e+05	chr22	+	51304566	20327899	20333461	chr22-21160001-21170000	-	10000	3561	9107	5436/5542	98.1%	5546/10000	55.5%
5.088800e+05	chr22	+	51304566	20694658	20700225	chr22-21160001-21170000	-	10000	3561	9107	5448/5543	98.3%	5546/10000	55.5%
5.098460e+05	chr22	+	51304566	21523614	21529165	chr22-21160001-21170000	-	10000	3561	9107	5452/5543	98.4%	5546/10000	55.5%
5.568210e+05	chr22	+	51304566	18696679	18702758	chr22-21180001-21190000	+	10000	0	6113	5983/6060	98.7%	6113/10000	61.1%
5.583070e+05	chr22	+	51304566	21689242	21695315	chr22-21180001-21190000	+	10000	0	6113	5988/6060	98.8%	6113/10000	61.1%
4.935600e+05	chr22	+	51304566	20504053	20509428	chr22-21180001-21190000	-	10000	3887	9296	5295/5363	98.7%	5409/10000	54.1%
5.564250e+05	chr22	+	51304566	20674939	20681021	chr22-21180001-21190000	-	10000	3887	10000	5982/6060	98.7%	6113/10000	61.1%
5.626910e+05	chr22	+	51304566	21505859	21511958	chr22-21180001-21190000	-	10000	3887	10000	6015/6090	98.8%	6113/10000	61.1%
6.387250e+05	chr22	+	51304566	22997039	23003984	chr22-21190001-21200000	+	10000	3089	10000	6811/6902	98.7%	6911/10000	69.1%
9.247940e+05	chr22	+	51304566	23003984	23013981	chr22-21200001-21210000	+	10000	0	10000	9832/9985	98.5%	10000/10000	100.0%
9.047440e+05	chr22	+	51304566	23013981	23023909	chr22-21210001-21220000	+	10000	0	10000	9723/9902	98.2%	10000/10000	100.0%
2.740520e+05	chr22	+	51304566	23061522	23066930	chr22-21210001-21220000	+	10000	0	5836	4237/5309	79.8%	5836/10000	58.4%
5.309160e+05	chr22	+	51304566	23079569	23087059	chr22-21210001-21220000	+	10000	0	7941	6587/7236	91.0%	7941/10000	79.4%
8.969600e+05	chr22	+	51304566	23023909	23033838	chr22-21220001-21230000	+	10000	0	10000	9634/9820	98.1%	10000/10000	100.0%
4.692630e+05	chr22	+	51304566	23088311	23094614	chr22-21220001-21230000	+	10000	3818	10000	5515/6079	90.7%	6182/10000	61.8%
3.720660e+05	chr22	+	51304566	23151847	23158762	chr22-21220001-21230000	+	10000	2982	10000	5374/6743	79.7%	7018/10000	70.2%
6.844660e+05	chr22	+	51304566	23040649	23048183	chr22-21230001-21240000	+	10000	1214	8755	7326/7531	97.3%	7541/10000	75.4%
8.993590e+05	chr22	+	51304566	23048899	23058913	chr22-21240001-21250000	+	10000	0	10000	9691/9984	97.1%	10000/10000	100.0%
4.313490e+05	chr22	+	51304566	23112297	23118176	chr22-21240001-21250000	+	10000	3926	10000	5197/5841	89.0%	6074/10000	60.7%
2.946060e+05	chr22	+	51304566	23011825	23019822	chr22-21250001-21260000	+	10000	0	8140	5569/7267	76.6%	8140/10000	81.4%
8.801810e+05	chr22	+	51304566	23058913	23068821	chr22-21250001-21260000	+	10000	0	10000	9593/9789	98.0%	10000/10000	100.0%
3.021960e+05	chr22	+	51304566	23077940	23085088	chr22-21250001-21260000	+	10000	809	8140	5220/6628	78.8%	7331/10000	73.3%
5.699880e+05	chr22	+	51304566	23012531	23021467	chr22-21270001-21280000	+	10000	1547	10000	7289/8184	89.1%	8453/10000	84.5%
3.137210e+05	chr22	+	51304566	23059722	23066931	chr22-21270001-21280000	+	10000	1519	8650	5264/6686	78.7%	7131/10000	71.3%
7.865630e+05	chr22	+	51304566	23077723	23086438	chr22-21270001-21280000	+	10000	1302	10000	8501/8676	98.0%	8698/10000	87.0%
6.132380e+05	chr22	+	51304566	23027591	23035683	chr22-21280001-21290000	+	10000	1864	10000	7209/7950	90.7%	8136/10000	81.4%
9.087690e+05	chr22	+	51304566	23086438	23096453	chr22-21280001-21290000	+	10000	0	10000	9740/9974	97.7%	10000/10000	100.0%
4.346840e+05	chr22	+	51304566	23152625	23160374	chr22-21280001-21290000	+	10000	1864	10000	6154/7571	81.3%	8136/10000	81.4%
4.979880e+05	chr22	+	51304566	23107056	23112774	chr22-21300001-21310000	+	10000	4311	10000	5508/5662	97.3%	5689/10000	56.9%
3.812700e+05	chr22	+	51304566	23054989	23060237	chr22-21310001-21320000	+	10000	3549	8631	4547/5060	89.9%	5082/10000	50.8%
5.925770e+05	chr22	+	51304566	23114411	23120870	chr22-21310001-21320000	+	10000	3549	10000	6338/6443	98.4%	6451/10000	64.5%
4.087360e+05	chr22	+	51304566	23067212	23073198	chr22-21320001-21330000	+	10000	0	6547	5235/5837	89.7%	6547/10000	65.5%
9.174540e+05	chr22	+	51304566	23120897	23130980	chr22-21320001-21330000	+	10000	0	10000	9859/9979	98.8%	10000/10000	100.0%
9.228170e+05	chr22	+	51304566	23130980	23140982	chr22-21330001-21340000	+	10000	0	10000	9846/9985	98.6%	10000/10000	100.0%
9.035530e+05	chr22	+	51304566	23140982	23150999	chr22-21340001-21350000	+	10000	0	10000	9752/9952	98.0%	10000/10000	100.0%
5.016490e+05	chr22	+	51304566	23026770	23036284	chr22-21350001-21360000	+	10000	851	10000	7214/8928	80.8%	9149/10000	91.5%
4.710950e+05	chr22	+	51304566	23088311	23097055	chr22-21350001-21360000	+	10000	1631	10000	6646/8176	81.3%	8369/10000	83.7%
9.231920e+05	chr22	+	51304566	23150999	23160978	chr22-21350001-21360000	+	10000	0	10000	9823/9973	98.5%	10000/10000	100.0%
3.245710e+05	chr22	+	51304566	23097055	23102062	chr22-21360001-21370000	+	10000	0	5166	4192/4966	84.4%	5166/10000	51.7%
9.190720e+05	chr22	+	51304566	23160978	23171003	chr22-21360001-21370000	+	10000	0	10000	9853/9975	98.8%	10000/10000	100.0%
7.770240e+05	chr22	+	51304566	23171003	23179594	chr22-21370001-21380000	+	10000	0	8596	8402/8573	98.0%	8596/10000	86.0%
8.876050e+05	chr22	+	51304566	23180820	23190819	chr22-21380001-21390000	+	10000	0	10000	9717/9960	97.6%	10000/10000	100.0%
2.662700e+04	chr22	+	51304566	40153857	40158773	chr22-21380001-21390000	-	10000	0	5096	2712/4437	61.1%	5096/10000	51.0%
9.289670e+05	chr22	+	51304566	23190819	23200826	chr22-21390001-21400000	+	10000	0	10000	9836/9999	98.4%	10000/10000	100.0%
5.082030e+05	chr22	+	51304566	23200826	23206446	chr22-21400001-21410000	+	10000	0	5580	5488/5571	98.5%	5580/10000	55.8%
9.130470e+05	chr22	+	51304566	23208708	23218743	chr22-21410001-21420000	+	10000	0	10000	9818/9952	98.7%	10000/10000	100.0%
7.388110e+05	chr22	+	51304566	23219327	23227345	chr22-21420001-21430000	+	10000	2044	10000	7839/7954	98.6%	7956/10000	79.6%
9.251370e+05	chr22	+	51304566	23227345	23237359	chr22-21430001-21440000	+	10000	0	10000	9856/9967	98.9%	10000/10000	100.0%
9.282900e+05	chr22	+	51304566	23237359	23247365	chr22-21440001-21450000	+	10000	0	10000	9847/9990	98.6%	10000/10000	100.0%
4.994810e+05	chr22	+	51304566	23242916	23252943	chr22-21440001-21450000	+	10000	0	10000	7602/9418	80.7%	10000/10000	100.0%
9.065780e+05	chr22	+	51304566	23266276	23276234	chr22-21470001-21480000	+	10000	0	10000	9698/9892	98.0%	10000/10000	100.0%
6.442600e+05	chr22	+	51304566	23277593	23284595	chr22-21480001-21490000	+	10000	1715	8735	6876/6973	98.6%	7020/10000	70.2%
8.911100e+05	chr22	+	51304566	23288372	23298309	chr22-21490001-21500000	+	10000	0	10000	9626/9754	98.7%	10000/10000	100.0%
5.510420e+05	chr22	+	51304566	23299305	23306066	chr22-21500001-21510000	+	10000	0	6899	6347/6700	94.7%	6899/10000	69.0%
9.119660e+05	chr22	+	51304566	23309578	23319560	chr22-21510001-21520000	+	10000	0	10000	9815/9966	98.5%	10000/10000	100.0%
9.180200e+05	chr22	+	51304566	23319560	23329603	chr22-21520001-21530000	+	10000	0	10000	9860/9979	98.8%	10000/10000	100.0%
4.794050e+05	chr22	+	51304566	23333681	23338943	chr22-21530001-21540000	+	10000	4730	10000	5174/5248	98.6%	5270/10000	52.7%
9.172760e+05	chr22	+	51304566	23338943	23348900	chr22-21540001-21550000	+	10000	0	10000	9846/9950	99.0%	10000/10000	100.0%
9.098330e+05	chr22	+	51304566	23348900	23358887	chr22-21550001-21560000	+	10000	0	10000	9787/9953	98.3%	10000/10000	100.0%
5.589100e+05	chr22	+	51304566	23358848	23364967	chr22-21560001-21570000	+	10000	0	6145	6005/6108	98.3%	6145/10000	61.5%
7.909760e+05	chr22	+	51304566	23368013	23376559	chr22-21570001-21580000	+	10000	1501	10000	8422/8493	99.2%	8499/10000	85.0%
9.316800e+05	chr22	+	51304566	23376559	23386574	chr22-21580001-21590000	+	10000	0	10000	9898/9995	99.0%	10000/10000	100.0%
6.734260e+05	chr22	+	51304566	23388334	23395816	chr22-21590001-21600000	+	10000	2167	10000	7346/7426	98.9%	7833/10000	78.3%
2.359090e+05	chr22	+	51304566	35629505	35635016	chr22-21590001-21600000	-	10000	0	5372	3980/4944	80.5%	5372/10000	53.7%
5.330270e+05	chr22	+	51304566	23395816	23401510	chr22-21600001-21610000	+	10000	0	5708	5640/5693	99.1%	5708/10000	57.1%
9.325220e+05	chr22	+	51304566	23414875	23424914	chr22-21620001-21630000	+	10000	0	10000	9865/9983	98.8%	10000/10000	100.0%
9.467040e+05	chr22	+	51304566	23433915	23443920	chr22-21640001-21650000	+	10000	0	10000	9896/9997	99.0%	10000/10000	100.0%
9.466800e+05	chr22	+	51304566	23443920	23453921	chr22-21650001-21660000	+	10000	0	10000	9904/9998	99.1%	10000/10000	100.0%
9.409860e+05	chr22	+	51304566	23453921	23463961	chr22-21660001-21670000	+	10000	0	10000	9893/9991	99.0%	10000/10000	100.0%
8.941580e+05	chr22	+	51304566	23463961	23473871	chr22-21670001-21680000	+	10000	0	10000	9603/9711	98.9%	10000/10000	100.0%
4.790320e+05	chr22	+	51304566	23479479	23484666	chr22-21680001-21690000	+	10000	4498	9681	5103/5172	98.7%	5183/10000	51.8%
4.692990e+05	chr22	+	51304566	23484673	23489769	chr22-21690001-21700000	+	10000	332	5404	4999/5060	98.8%	5072/10000	50.7%
9.363480e+05	chr22	+	51304566	23493747	23503789	chr22-21700001-21710000	+	10000	0	10000	9882/9992	98.9%	10000/10000	100.0%
9.331200e+05	chr22	+	51304566	23503789	23513797	chr22-21710001-21720000	+	10000	0	10000	9872/9979	98.9%	10000/10000	100.0%
5.095660e+05	chr22	+	51304566	23517262	23522731	chr22-21720001-21730000	+	10000	3607	9084	5384/5469	98.4%	5477/10000	54.8%
